35.53781832	935	Nostoc sp
22.9570505511	604	Cylindrospermopsis raciborskii
9.04599011783	238	Microcystis aeruginosa
6.08133789434	160	Oscillatoria sp
5.92930444698	156	Anabaena sp
5.20714557203	137	Cuspidothrix issatschenkoi
4.75104522995	125	Planktothrix rubescens
4.10490307868	108	Lyngbya majuscula
2.69859369061	71	Planktothrix agardhii
2.58456860509	68	Sphaerospermopsis torques-reginae
0.722158874952	19	Nodularia spumigena
0.342075256556	9	Raphidiopsis curvata
0.0380083618396	1	Aphanizomenon sp
